ImageFile,FaceX,FaceY,FaceWidth,FaceHeight
real_00933.jpg,87,108,426,426
real_00934.jpg,108,153,423,423
real_00936.jpg,95,132,432,432
real_00937.jpg,91,196,357,357
real_00938.jpg,95,106,447,447
real_00939.jpg,59,43,449,449
real_00940.jpg,90,71,438,438
real_00941.jpg,125,133,415,415
real_00943.jpg,112,194,388,388
real_00944.jpg,23,147,437,437
real_00945.jpg,54,87,466,466
real_00947.jpg,522,138,66,66
real_00948.jpg,43,10,494,494
real_00949.jpg,41,213,50,50
real_00949.jpg,354,295,60,60
real_00950.jpg,140,172,382,382
real_00954.jpg,70,8,508,508
real_00955.jpg,86,152,388,388
real_00956.jpg,186,170,360,360
real_00958.jpg,66,185,401,401
real_00959.jpg,142,113,395,395
real_00960.jpg,102,197,365,365
real_00961.jpg,78,165,403,403
real_00963.jpg,202,176,324,324
real_00964.jpg,52,113,451,451
real_00965.jpg,71,90,455,455
real_00966.jpg,74,8,430,430
real_00967.jpg,60,118,430,430
real_00968.jpg,36,82,441,441
real_00972.jpg,48,77,463,463
real_00973.jpg,161,123,345,345
real_00974.jpg,47,72,462,462
real_00975.jpg,115,103,404,404
real_00976.jpg,108,255,341,341
real_00977.jpg,88,52,432,432
real_00977.jpg,428,484,110,110
real_00978.jpg,40,71,483,483
real_00979.jpg,95,151,405,405
real_00980.jpg,22,504,75,75
real_00981.jpg,115,171,394,394
real_00982.jpg,18,92,458,458
real_00983.jpg,85,89,472,472
real_00985.jpg,79,114,442,442
real_00986.jpg,371,206,187,187
real_00986.jpg,50,173,341,341
real_00987.jpg,47,123,417,417
real_00988.jpg,148,154,417,417
real_00989.jpg,89,170,374,374
real_00991.jpg,38,122,413,413
real_00992.jpg,151,118,435,435
real_00993.jpg,192,85,359,359
real_00994.jpg,117,43,465,465
real_00995.jpg,15,71,455,455
real_00996.jpg,30,28,539,539
real_00997.jpg,119,422,80,80
real_00998.jpg,44,73,480,480
real_00999.jpg,92,104,425,425
real_01000.jpg,66,93,429,429
real_01001.jpg,462,26,91,91
real_01001.jpg,86,124,419,419
real_01002.jpg,49,138,411,411
real_01003.jpg,88,141,406,406
real_01004.jpg,51,71,489,489
real_01006.jpg,53,120,431,431
real_01007(1).jpg,74,54,464,464
real_01007.jpg,74,54,464,464
real_01008.jpg,117,179,368,368
real_01009.jpg,125,153,412,412
real_01010.jpg,34,107,430,430
real_01011.jpg,63,134,441,441
real_01012.jpg,114,49,462,462
real_01013(1).jpg,89,104,57,57
real_01013.jpg,89,104,57,57
real_01015.jpg,78,96,444,444
real_01016.jpg,82,115,418,418
real_01017.jpg,92,95,436,436
real_01018.jpg,86,103,467,467
real_01019.jpg,111,113,458,458
real_01020.jpg,79,177,396,396
real_01021.jpg,81,97,457,457
real_01022.jpg,123,180,357,357
real_01023.jpg,28,126,412,412
real_01024.jpg,52,57,511,511
real_01026.jpg,124,156,401,401
real_01027.jpg,117,86,438,438
real_01028.jpg,85,142,394,394
real_01029.jpg,68,207,373,373
real_01030.jpg,150,161,384,384
real_01031.jpg,138,166,373,373
real_01032.jpg,35,28,473,473
real_01033.jpg,40,141,392,392
real_01036.jpg,56,166,341,341
real_01037.jpg,160,178,350,350
real_01038.jpg,183,165,347,347
real_01039.jpg,163,123,403,403
real_01040.jpg,112,134,414,414
real_01041.jpg,139,122,415,415
real_01042.jpg,45,136,396,396
real_01043.jpg,42,138,403,403
real_01044.jpg,167,162,380,380
real_01045.jpg,71,123,414,414
real_01046.jpg,144,177,381,381
real_01048.jpg,71,153,386,386
real_01049.jpg,159,212,343,343
real_01050.jpg,174,181,356,356
real_01053.jpg,68,50,471,471
real_01055.jpg,101,165,392,392
real_01056.jpg,118,150,375,375
real_01057.jpg,113,156,398,398
real_01058.jpg,83,102,437,437
real_01059.jpg,39,129,409,409
real_01060.jpg,91,130,404,404
real_01061.jpg,95,186,364,364
real_01062.jpg,34,159,359,359
real_01063.jpg,146,213,339,339
real_01064.jpg,113,152,401,401
real_01065.jpg,107,178,394,394
real_01066.jpg,77,113,404,404
real_01067.jpg,208,165,346,346
real_01068.jpg,89,164,382,382
real_01069.jpg,54,205,354,354
real_01070.jpg,93,146,412,412
real_01071.jpg,136,207,348,348
real_01072.jpg,98,165,369,369
real_01073.jpg,83,150,408,408
real_01074.jpg,76,97,431,431
real_01075.jpg,100,159,384,384
real_01076.jpg,66,123,432,432
real_01077.jpg,93,167,402,402
real_01078.jpg,65,76,468,468
real_01079.jpg,69,67,475,475
real_01080.jpg,51,87,447,447
